woy,ecoli,ph,cond,do,flow,a_t,w_t,turb,perc_SAV,SAV_pa,precip_1d,avg_solar_1d,precip_2d,avg_solar_2d,precip_3d,avg_solar_3d,precip_4d,avg_solar_4d,precip_5d,avg_solar_5d,avg_temp_0_to_5d,precip_10d,avg_temp_10d,avg_solar_10d,precip_20d,avg_temp_20d,avg_solar_20d,precip_30d,avg_temp_30d,avg_solar_30d,rdparallel,org_matter,sand,fine_gravel,coarse_gravel,clay,rocky,bottom_collapsed,cobbleorbigger,outfall_ditch,camp_min,camp_density,camp_pa,culverts_min,culverts_pa,dams_min,dams_pa,anylivestock_min,anylivestock_density,anylivestock_pa,cattle_min,cattle_density,cattle_pa,livestock_goatsheep_min,livestock_goatsheep_density,livestock_goatsheep_pa,livestock_horse_min,livestock_horse_density,livestock_horse_pa,livestock_pigs_min,livestock_pigs_density,livestock_pigs_pa,livestock_poultry_min,livestock_poultry_density,livestock_poultry_pa,roadsinterx_min,stormwateroutfalls_min,stormwateroutfalls_pa,trailer_min,trailer_density,trailer_pa,wastewater_min,wastewater_density,wastewater_pa,waterbodiesinterx_min,waterbodiesinterx_pa,septic_adj_sepden_m2,DG3_pa,GFD_pa,HF183_pa,Rum2Bac_pa,idw_X11,idw_X21,idw_X22,idw_X81,idw_X82,idw_forwet,impcvr_idw_mean,area_10km,buffer_60m_idw_X21,buffer_60m_idw_X22,buffer_60m_idw_X81,buffer_60m_idw_X82,buffer_60m_idw_forwet
33,2.314709693,8.33,3.01911629,8.17,0.1,25.1,22.3,0.980003372,0,absent,0,0.090693456,0,0.233361239,0,0.295800195,0,0.273824473,0.3048,0.207025255,20.86111111,1.9558,23.63472222,0.189444677,1.905,21.7587963,0.235244872,2.794,22.51875,0.289538859,y,y,y,y,y,n,rocky,fine gravel,p,n,28.32700267,0.0652,Present,2.00328376,Present,1.579687639,Present,3.868214843,0.913,Present,6.061501888,0.424,Present,3.868214843,0.0652,Present,7.120155272,0.228,Present,36.28091052,0.0326,Present,36.28091052,0.0326,Present,0.097147166,2.802575576,Present,15.96296416,0.261,Present,2.10328376,0.293,Present,4.1287375,Present,128,N,N,N,N,0.114887977,7.83958689,5.143609167,22.79834567,25.52139317,37.97335392,0.044592681,30.66802126,8.461976778,3.436882347,14.9327184,15.20841255,57.49317638
27,2.222716471,8.1,2.7930916,8.41,0.5,25.6,20.6,0.764176132,0.125,present,0,0.519568857,0,0.769673504,0,0.222373378,0,0.311845961,0.4572,0.176677829,27.27314815,1.5748,18.54907407,0.790812055,1.8796,20.11898148,0.675544161,0.4064,16.09930556,0.543197465,n,n,y,n,y,n,rocky,coarse gravel,p,n,NA,0,0,2.411846199,Present,7.938635104,Present,6.300653211,1.57,Present,6.300653211,1.47,Present,NA,0,0,6.500653211,0.0982,Present,NA,0,0,NA,0,0,0.126780111,6.474345335,Present,6.797778716,0.687,Present,NA,0,0,13.02832669,Present,113,N,N,N,N,0.081131014,5.313046594,3.190440338,17.12846342,5.364903294,68.58787882,0.637112436,10.18759292,4.52531797,5.381564306,10.41569451,1.395120667,78.07231655
41,1.532754379,8.54,2.669316881,9.31,0.6,27.9,20.1,0.895974732,0,absent,0,0.443002651,0,0.510150691,0,0.245221153,0.0762,0.248186131,0.2794,0.336612251,21.81712963,1.143,14.2712963,0.250348821,0.8128,15.35416667,0.446578066,1.143,20.39444444,0.529771871,n,n,y,n,y,n,rocky,coarse gravel,p,n,NA,0,0,2.411846199,Present,7.938635104,Present,6.300653211,1.57,Present,6.300653211,1.47,Present,NA,0,0,6.500653211,0.0982,Present,NA,0,0,NA,0,0,0.126780111,6.474345335,Present,6.797778716,0.687,Present,NA,0,0,13.02832669,Present,113,N,N,N,N,0.081131014,5.313046594,3.190440338,17.12846342,5.364903294,68.58787882,0.637112436,10.18759292,4.52531797,5.381564306,10.41569451,1.395120667,78.07231655
23,2.106530854,8.15,2.766412847,9.72,0.7,11.8,13,0.40654018,0,absent,0.0762,0.306264825,0.2032,0.361257211,0.0508,0.409167015,0,0.190107437,3.8862,0.570845542,12.89814815,0.1016,22.73888889,0.91589926,0.6858,18.13634259,0.917172457,0.9398,14.83472222,0.803003349,n,n,y,n,y,n,rocky,coarse gravel,p,n,NA,0,0,2.411846199,Present,7.938635104,Present,6.300653211,1.57,Present,6.300653211,1.47,Present,NA,0,0,6.500653211,0.0982,Present,NA,0,0,NA,0,0,0.126780111,6.474345335,Present,6.797778716,0.687,Present,NA,0,0,13.02832669,Present,113,N,N,P,N,0.081131014,5.313046594,3.190440338,17.12846342,5.364903294,68.58787882,0.637112436,10.18759292,4.52531797,5.381564306,10.41569451,1.395120667,78.07231655
33,2.25163822,7.62,3.327154512,6.25,0.1,25.4,15,0.575187845,1,present,0.0508,0.471605972,0.0508,0.305916004,0,0.95611832,0,0.948444258,0,0.835077438,22.89351852,3.9878,24.11111111,1.064148179,0.1778,22.49305556,2.601200411,4.572,23.62962963,0.833263569,n,n,n,y,y,y,not rocky,sand and organic matter,p,n,NA,0,0,7.97113512,Present,17.31631619,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.050390523,7.801163135,Present,10.16064834,0.765,Present,10.60023637,1.27,Present,NA,0,781,N,N,N,N,0.10476707,27.61335635,19.11316055,23.76187125,1.678695478,27.38121352,0.960173122,3.916795626,25.60310167,7.060597358,13.1217691,0.284319357,53.6315336
38,2.200029267,7.59,3.356025857,5.74,0.15,16.4,14.1,1.378397901,1,present,0,0.652644063,0,0.550962746,0,0.673573322,0,0.731826427,0,0.647237338,20.74074074,3.7592,17.94444444,0.356320636,0.4826,22.17361111,0.5718048,1.5494,22.78009259,0.584920469,n,n,n,y,y,y,not rocky,sand and organic matter,p,n,NA,0,0,7.97113512,Present,17.31631619,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.050390523,7.801163135,Present,10.16064834,0.765,Present,10.60023637,1.27,Present,NA,0,781,N,N,N,N,0.10476707,27.61335635,19.11316055,23.76187125,1.678695478,27.38121352,0.960173122,3.916795626,25.60310167,7.060597358,13.1217691,0.284319357,53.6315336
41,1.920645001,7.58,3.123524981,6.01,0.3,20.5,16.8,0.995635195,0.75,present,0,0.527417329,0,0.438642389,0.0508,0.459746058,0.7874,2.639179573,1.0414,0.336612251,23.49537037,3.9116,14.32407407,1.121564113,4.8514,16.3912037,0.549689549,0.3302,20.96296296,0.531097391,n,n,n,y,y,y,not rocky,sand and organic matter,p,n,NA,0,0,7.97113512,Present,17.31631619,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.050390523,7.801163135,Present,10.16064834,0.765,Present,10.60023637,1.27,Present,NA,0,781,N,N,N,N,0.10476707,27.61335635,19.11316055,23.76187125,1.678695478,27.38121352,0.960173122,3.916795626,25.60310167,7.060597358,13.1217691,0.284319357,53.6315336
17,1.36361198,8.06,2.737192643,11.34,0.6,12.1,5.8,0.096910013,0,absent,0,1.050474397,0,1.043323566,0,0.603460304,0.1016,0.388760988,0.0762,0.247314078,7.988425926,2.7178,3.373148148,0.220803684,0.5588,1.283101852,0.430776476,3.0988,3.037037037,0.517650342,n,n,y,y,n,n,rocky,cobble or bigger,p,n,NA,0,0,7.069994571,Present,NA,0,3.501409593,1.7,Present,3.501409593,1.46,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,4.227942404,NA,0,NA,0,0,NA,0,0,NA,0,77.8,N,N,N,N,0,3.27778735,0.531314502,10.40523133,55.98587381,29.79979301,0.003373319,4.107561516,2.387777141,0.7939259,20.84405455,26.80649806,49.16774434
24,1.913813852,8.39,2.720985744,9.35,0.2,23.7,19.6,0.181843588,0.025,present,0,1.018208455,0,0.670433933,0,0.912166876,0,1.032684526,0,0.728338217,17.13657407,1.0668,15.60694444,0.487058741,0.2032,21.47106481,0.823217525,1.6256,15.53310185,0.697223385,n,n,y,y,n,n,rocky,cobble or bigger,p,n,NA,0,0,7.069994571,Present,NA,0,3.501409593,1.7,Present,3.501409593,1.46,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,4.227942404,NA,0,NA,0,0,NA,0,0,NA,0,77.8,N,N,N,N,0,3.27778735,0.531314502,10.40523133,55.98587381,29.79979301,0.003373319,4.107561516,2.387777141,0.7939259,20.84405455,26.80649806,49.16774434
38,1.969881644,8.48,2.741939078,9,0.15,22,19.3,0.139879086,0.025,present,0,0.712466862,0,0.725722059,0,0.513638901,0,0.582879866,0.0508,0.425387191,23.05324074,3.5306,15.07361111,0.335251849,2.1844,23.24791667,0.630179992,1.143,20.81967593,0.58195549,n,n,y,y,n,n,rocky,cobble or bigger,p,n,NA,0,0,7.069994571,Present,NA,0,3.501409593,1.7,Present,3.501409593,1.46,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,4.227942404,NA,0,NA,0,0,NA,0,0,NA,0,77.8,N,N,N,N,0,3.27778735,0.531314502,10.40523133,55.98587381,29.79979301,0.003373319,4.107561516,2.387777141,0.7939259,20.84405455,26.80649806,49.16774434
25,2.663795122,8.09,2.527629901,7.79,0.3,32.5,22.6,0.338456494,0.6,present,0,0.462885447,0,0.69746756,0,0.884958839,0,0.460618111,0.762,0.836647133,26.87037037,0.508,18.30277778,0.641132971,4.2926,18.13703704,0.68465824,0.5842,19.34652778,0.872715223,y,n,n,y,y,n,rocky,coarse gravel,a,n,NA,0,0,1.364905039,Present,3.811588236,Present,6.014141993,1.18,Present,6.014141993,0.394,Present,6.014141993,0.394,Present,NA,0,0,NA,0,0,6.014141993,0.394,Present,1.364905039,NA,0,NA,0,0,NA,0,0,5.218527058,Present,91.4,N,N,N,P,0.044998549,5.035543701,1.2929354,29.90565762,15.62462966,47.41610433,0.413592775,2.538595653,6.641890849,1.552775063,37.8841752,18.20636799,35.25635255
30,3.383743576,7.73,2.509202522,7.92,0.5,26,19.7,1.257678575,NA,NA,1.0414,0.290567881,0.1016,0.751883633,0.762,0.408294963,0,1.194886284,0,1.190351612,22.55324074,0.5334,22.7287037,0.516638761,0.3302,22.17523148,0.815107437,1.8796,22.16921296,0.560590205,y,n,n,y,y,n,rocky,coarse gravel,a,n,NA,0,0,1.364905039,Present,3.811588236,Present,6.014141993,1.18,Present,6.014141993,0.394,Present,6.014141993,0.394,Present,NA,0,0,NA,0,0,6.014141993,0.394,Present,1.364905039,NA,0,NA,0,0,NA,0,0,5.218527058,Present,91.4,N,N,N,P,0.044998549,5.035543701,1.2929354,29.90565762,15.62462966,47.41610433,0.413592775,2.538595653,6.641890849,1.552775063,37.8841752,18.20636799,35.25635255
20,1.970346876,7.98,2.472756449,9.74,0.3,17.4,13.2,0.338456494,0,absent,0.127,0.541021348,0.4572,1.061462258,0,0.506139249,0.0508,0.178770755,0.127,0.934142598,14.47916667,0.1778,15.88009259,0.890644621,0.9652,14.11018519,0.861779685,1.524,5.413888889,0.747558253,y,n,n,y,y,n,rocky,coarse gravel,a,n,NA,0,0,1.364905039,Present,3.811588236,Present,6.014141993,1.18,Present,6.014141993,0.394,Present,6.014141993,0.394,Present,NA,0,0,NA,0,0,6.014141993,0.394,Present,1.364905039,NA,0,NA,0,0,NA,0,0,5.218527058,Present,91.4,N,N,N,N,0.044998549,5.035543701,1.2929354,29.90565762,15.62462966,47.41610433,0.413592775,2.538595653,6.641890849,1.552775063,37.8841752,18.20636799,35.25635255
23,2.762978491,7.62,2.624282096,7.81,0.1,20,16.3,0.975891136,0,absent,0,0.260569276,1.143,0.125749965,0,0.489744663,0.1524,0.227954514,0.0254,0.355797405,14.12731481,0.127,21.7537037,0.626133668,2.1336,16.69675926,0.703345193,1.0414,14.36851852,0.502110367,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,1.017820361,Present,5.075126657,Present,2.383711848,0.592,Present,2.383711848,0.296,Present,NA,0,0,NA,0,0,6.002195112,0.148,Present,6.002195112,0.148,Present,0.142359389,NA,0,1.500834992,0.148,Present,NA,0,0,NA,0,132,N,N,N,P,0.114128653,6.190895925,4.353673569,15.35283219,12.97721356,60.47007857,1.546437104,6.757258283,3.465705931,6.573510554,10.48769566,5.581903424,73.1523133
31,2.638688887,7.91,2.688419822,6.3,0.05,28.8,22.6,1.556302501,NA,NA,0.0762,0.661364588,0,0.69746756,0.0254,0.581833403,0.0762,0.494453746,0.0508,0.965362076,21.8587963,5.5626,23.25138889,0.268696805,0.4064,22.45833333,0.592455002,1.4478,23.13958333,0.541614344,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,1.017820361,Present,5.075126657,Present,2.383711848,0.592,Present,2.383711848,0.296,Present,NA,0,0,NA,0,0,6.002195112,0.148,Present,6.002195112,0.148,Present,0.142359389,NA,0,1.500834992,0.148,Present,NA,0,0,NA,0,132,N,N,N,P,0.114128653,6.190895925,4.353673569,15.35283219,12.97721356,60.47007857,1.546437104,6.757258283,3.465705931,6.573510554,10.48769566,5.581903424,73.1523133
33,3.397940009,7.62,2.53529412,5.85,0,31,21.5,1.149219113,NA,absent,0.1778,0.399574438,2.4892,0.2726036,0.0254,0.369052602,0,0.754499791,0,0.875889494,21.85648148,2.286,23.2037037,0.601925492,1.397,22.33564815,0.552881261,5.7404,22.6375,0.511319241,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,1.017820361,Present,5.075126657,Present,2.383711848,0.592,Present,2.383711848,0.296,Present,NA,0,0,NA,0,0,6.002195112,0.148,Present,6.002195112,0.148,Present,0.142359389,NA,0,1.500834992,0.148,Present,NA,0,0,NA,0,132,N,N,N,P,0.114128653,6.190895925,4.353673569,15.35283219,12.97721356,60.47007857,1.546437104,6.757258283,3.465705931,6.573510554,10.48769566,5.581903424,73.1523133
17,0.491361694,7.78,2.568201724,10.72,0.7,21.7,9.3,0.383815366,0,absent,0,1.116052742,0,1.100879029,0,0.857576392,0,0.383179852,0.1524,0.273824473,6.266203704,2.413,3.8125,0.304625366,1.6002,0.734027778,0.470001395,4.5466,2.328472222,0.535614623,y,n,n,y,y,n,rocky,coarse gravel,p,n,NA,0,0,1.546624314,Present,4.888246043,Present,4.400771283,2.79,Present,4.400771283,1.29,Present,4.843002904,0.857,Present,4.843002904,0.214,Present,NA,0,0,4.843002904,0.429,Present,0.555385898,NA,0,0.477819586,0.429,Present,NA,0,0,7.744856876,Present,125,N,N,N,N,0.059413941,5.424756865,1.054927528,27.71858389,29.01103515,35.99454976,0.384693169,4.668406147,11.1676759,2.799574361,18.86133801,9.922144733,56.69118942
24,1.584331224,8.33,2.605305046,9.5,0.2,22.5,16.8,0.056904851,0,absent,0,0.99518627,0,0.709153063,0,0.859320497,0,1.051520859,0.0254,0.778219618,16.12731481,0.508,14.95416667,0.44415376,5.7912,19.9125,0.793602623,3.3782,14.84490741,0.680497419,y,n,n,y,y,n,rocky,coarse gravel,p,n,NA,0,0,1.546624314,Present,4.888246043,Present,4.400771283,2.79,Present,4.400771283,1.29,Present,4.843002904,0.857,Present,4.843002904,0.214,Present,NA,0,0,4.843002904,0.429,Present,0.555385898,NA,0,0.477819586,0.429,Present,NA,0,0,7.744856876,Present,125,N,N,N,N,0.059413941,5.424756865,1.054927528,27.71858389,29.01103515,35.99454976,0.384693169,4.668406147,11.1676759,2.799574361,18.86133801,9.922144733,56.69118942
38,1.204119983,8.34,2.679427897,8.97,0.8,17.9,15.6,0.281033367,0,absent,0,0.810485559,0.0254,0.685084415,0,0.558462397,0,0.602588252,0,0.503523092,22.88194444,5.2832,15.375,0.362878471,0.9906,23.36087963,0.631052044,1.0414,20.19976852,0.642057346,y,n,n,y,y,n,rocky,coarse gravel,p,n,NA,0,0,1.546624314,Present,4.888246043,Present,4.400771283,2.79,Present,4.400771283,1.29,Present,4.843002904,0.857,Present,4.843002904,0.214,Present,NA,0,0,4.843002904,0.429,Present,0.555385898,NA,0,0.477819586,0.429,Present,NA,0,0,7.744856876,Present,125,N,N,N,N,0.059413941,5.424756865,1.054927528,27.71858389,29.01103515,35.99454976,0.384693169,4.668406147,11.1676759,2.799574361,18.86133801,9.922144733,56.69118942
19,0.991226076,8.27,2.625312451,9.34,0.6,22.2,14.4,0.411619706,NA,absent,0,0.602588252,0,0.716129482,1.1938,0.919492117,0.1524,0.46026929,0,0.654388168,13.07638889,1.3208,11.1,0.766534115,0.7366,6.288425926,0.724780243,3.3274,1.912037037,0.345053718,n,n,n,y,y,n,rocky,cobble or bigger,p,n,6.471849178,0.247,Present,4.280595846,Present,5.510189356,Present,3.692793053,1.48,Present,4.34935438,0.493,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,6.177065945,0.493,Present,NA,0,0,NA,0,104,N,N,N,N,0.183184991,7.544916494,2.868917284,14.33293811,7.609533957,67.35677791,0.624770942,4.053991865,10.43659944,2.680493802,14.58219204,1.554278725,70.74643599
25,1.855519156,8.33,2.821513528,8.36,0.5,32.4,19,0.485721426,0,absent,0,1.015592298,0,1.081170643,0,1.066694572,0.0762,0.986465746,0.4318,0.976001116,26.74537037,0.2032,17.54675926,0.832914748,1.397,17.46087963,0.628174271,0.4572,18.88981481,0.786800614,n,n,n,y,y,n,rocky,cobble or bigger,p,n,6.471849178,0.247,Present,4.280595846,Present,5.510189356,Present,3.692793053,1.48,Present,4.34935438,0.493,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,6.177065945,0.493,Present,NA,0,0,NA,0,104,N,N,N,N,0.183184991,7.544916494,2.868917284,14.33293811,7.609533957,67.35677791,0.624770942,4.053991865,10.43659944,2.680493802,14.58219204,1.554278725,70.74643599
30,2.314709693,8.06,2.73479983,8.8,0.7,22.8,17,0.959994838,0.025,present,1.9558,0.229349798,1.3716,0.310101856,0.2032,0.56299707,2.0828,0.406202037,0,0.811183201,21.72222222,0.8128,21.36203704,0.77884984,1.2954,21.52708333,0.783407778,1.3716,22.8150463,0.859599554,n,n,n,y,y,n,rocky,cobble or bigger,p,n,6.471849178,0.247,Present,4.280595846,Present,5.510189356,Present,3.692793053,1.48,Present,4.34935438,0.493,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,6.177065945,0.493,Present,NA,0,0,NA,0,104,N,N,P,P,0.183184991,7.544916494,2.868917284,14.33293811,7.609533957,67.35677791,0.624770942,4.053991865,10.43659944,2.680493802,14.58219204,1.554278725,70.74643599
25,1.729974286,8.35,2.836956737,10.29,0.05,19,20.3,0.198657087,0.35,present,0.3302,0.618285196,0,0.831763639,0,0.85687875,0,0.829321892,0,1.000244175,23.16203704,0.2794,19.50648148,0.748953537,0.7112,17.725,0.367529052,0.4318,20.00138889,0.27476992,n,n,y,y,y,n,rocky,coarse gravel,a,n,NA,0,0,4.558312256,Present,NA,0,1.908274844,2.94,Present,1.908274844,2.94,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2.105113174,NA,0,NA,0,0,NA,0,0,8.841067308,Present,73.2,N,N,N,N,0,4.046806023,0.856500507,0.521102534,73.7576153,20.73959843,0.071846638,4.087520611,6.008719451,0.210422082,0.940710484,28.53488468,64.3052633
22,1.489958479,8.15,2.846955325,9.04,0.4,27.9,20.7,0.387389826,0.75,present,0,0.191502721,0,0.247488489,0,0.174933724,0,0.396958281,0,0.357192689,23.88657407,0.889,16.63935185,0.20538058,3.3782,14.76064815,0.341862227,2.6162,15.82569444,0.535210987,n,n,y,y,y,n,rocky,coarse gravel,a,n,NA,0,0,4.558312256,Present,NA,0,1.908274844,2.94,Present,1.908274844,2.94,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2.105113174,NA,0,NA,0,0,NA,0,0,8.841067308,Present,73.2,N,N,N,N,0,4.046806023,0.856500507,0.521102534,73.7576153,20.73959843,0.071846638,4.087520611,6.008719451,0.210422082,0.940710484,28.53488468,64.3052633
25,2.351603072,7.89,2.810904281,5.24,0,28.6,24.9,1.514547753,NA,present,0.3556,0.785544858,0,0.77194084,0,0.867168969,0,0.841356216,0,0.918271243,21.30324074,0.2794,19.5625,0.790602763,0.7112,17.58611111,0.367697988,0.4318,20.22893519,0.291437565,n,y,n,y,n,y,not rocky,sand and organic matter,p,n,NA,0,0,9.010586667,Present,NA,0,0.021432549,1.38,Present,0.021432549,1.38,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.096432549,NA,0,7.736053052,0.593,Present,19.07894202,0.198,Present,NA,0,69.8,N,N,N,N,0.334180363,5.923646375,1.260902035,1.023442333,79.83562878,11.47738863,0.25825688,5.062952164,10.19627896,2.53037174,1.962061712,54.06278889,30.26583006
33,2.911902996,7.03,2.802773725,4.59,0.1,22.9,22.9,0.845718018,NA,NA,0,0.70461839,0,0.799497698,0,0.642528254,0,0.731826427,0.4064,0.487302916,21.87037037,1.8796,24.01018519,0.567057704,3.0226,22.01574074,0.432459837,3.3528,22.70162037,0.594809544,n,y,n,y,n,y,not rocky,sand and organic matter,p,n,NA,0,0,9.010586667,Present,NA,0,0.021432549,1.38,Present,0.021432549,1.38,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.096432549,NA,0,7.736053052,0.593,Present,19.07894202,0.198,Present,NA,0,69.8,N,N,N,N,0.334180363,5.923646375,1.260902035,1.023442333,79.83562878,11.47738863,0.25825688,5.062952164,10.19627896,2.53037174,1.962061712,54.06278889,30.26583006
20,2.836767047,7.7,2.737192643,7.9,0.05,17.7,17.4,1.413299764,NA,NA,1.1684,0.482593833,0,0.3749642,0,0.42486396,0.1778,0.590205107,0,0.454583508,18.3912037,1.3208,16.29398148,0.432301897,3.2004,13.33680556,0.468394907,2.5654,6.128009259,0.324430934,n,y,n,y,n,y,not rocky,sand and organic matter,p,n,NA,0,0,9.010586667,Present,NA,0,0.021432549,1.38,Present,0.021432549,1.38,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.096432549,NA,0,7.736053052,0.593,Present,19.07894202,0.198,Present,NA,0,69.8,N,N,N,N,0.334180363,5.923646375,1.260902035,1.023442333,79.83562878,11.47738863,0.25825688,5.062952164,10.19627896,2.53037174,1.962061712,54.06278889,30.26583006
20,2.812110841,7.59,2.865103975,8.57,0.05,15.4,14.8,0.526339277,0,absent,0.7366,0.482593833,0,1.009662341,0,0.759732105,0.127,0.457304311,0,0.80368355,18.4375,0.2286,15.46203704,0.935673786,2.5908,13.23935185,0.616021198,3.4798,5.933101852,0.610523929,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,NA,0,4.425868645,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.011586299,NA,0,NA,0,0,NA,0,0,0.589217473,Present,109,N,N,N,N,1.48162467,5.593189985,3.201753389,6.756288092,37.50838602,38.52337851,0.882524375,1.948458684,4.23277563,2.383977079,2.794821202,39.086953,46.66864881
25,2.588047497,7.82,2.925827575,6.06,0,26.8,20.9,1.190331698,0,absent,0.4572,0.911992465,0.0508,1.020301381,0,1.198374494,0,1.232035719,0,1.26046463,20.43518519,0.2794,15.03657407,1.016255058,2.2606,15.99930556,0.705839263,2.1844,19.95185185,0.897626781,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,NA,0,4.425868645,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.011586299,NA,0,NA,0,0,NA,0,0,0.589217473,Present,109,N,N,N,N,1.48162467,5.593189985,3.201753389,6.756288092,37.50838602,38.52337851,0.882524375,1.948458684,4.23277563,2.383977079,2.794821202,39.086953,46.66864881
30,2.937718444,7.28,2.933487288,5.84,0.5,22.5,18.5,1.127104798,0,absent,1.3716,0.343065439,1.0414,0.564566764,0.0254,0.739326078,1.5748,0.656829915,0,1.184944886,22.58333333,0.8128,21.94861111,1.079182364,0.127,22.19490741,1.090262187,2.2098,23.36388889,1.03507395,n,y,y,y,n,y,not rocky,sand and organic matter,a,y,NA,0,0,NA,0,4.425868645,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.011586299,NA,0,NA,0,0,NA,0,0,0.589217473,Present,109,N,N,N,P,1.48162467,5.593189985,3.201753389,6.756288092,37.50838602,38.52337851,0.882524375,1.948458684,4.23277563,2.383977079,2.794821202,39.086953,46.66864881
21,3.19119942,7.51,3.031004281,5.38,0.3,12.3,16.3,1.307496038,0,absent,0.5842,1.008790289,0,0.389284219,0.3556,0.438119157,0.4064,1.003906795,0,0.966059718,17.89351852,0.9144,16.12962963,0.710025115,1.2192,16.86759259,0.729245151,1.651,11.02777778,0.681665969,n,y,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,6.741253007,Present,7.160342242,Present,13.20178841,0.241,Present,13.20178841,0.241,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.206921961,0.131921961,Present,NA,0,0,NA,0,0,NA,0,251,N,N,P,N,0.238266375,33.88697538,36.59837532,4.536559439,4.38687669,20.05890306,4.104509098,4.147297763,50.60220045,25.11879062,0.395872279,2.666929038,21.09119531
24,2.588383768,7.98,3.100370545,8.27,0.1,28.6,21.4,0.721810615,0.025,present,0,1.034951863,0,1.00582531,0,0.903620762,0,0.723977955,0,0.975826706,18.57638889,2.4384,15.79166667,0.53673085,0,22.98611111,0.859965816,3.048,17.15972222,0.706327613,n,y,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,6.741253007,Present,7.160342242,Present,13.20178841,0.241,Present,13.20178841,0.241,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.206921961,0.131921961,Present,NA,0,0,NA,0,0,NA,0,251,N,N,N,N,0.238266375,33.88697538,36.59837532,4.536559439,4.38687669,20.05890306,4.104509098,4.147297763,50.60220045,25.11879062,0.395872279,2.666929038,21.09119531
30,2.537567257,7.42,2.998259338,4.69,0.3,25.1,21.2,1.243038049,NA,NA,0.6604,0.447711734,2.2606,0.451374355,1.4478,0.404806753,0,0.513987722,1.7526,0.610785545,23.56481481,0.2286,23.55092593,0.722443142,0.0762,23.5462963,0.754395144,2.6924,25.67592593,0.720960653,n,y,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,6.741253007,Present,7.160342242,Present,13.20178841,0.241,Present,13.20178841,0.241,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.206921961,0.131921961,Present,NA,0,0,NA,0,0,NA,0,251,N,N,P,N,0.238266375,33.88697538,36.59837532,4.536559439,4.38687669,20.05890306,4.104509098,4.147297763,50.60220045,25.11879062,0.395872279,2.666929038,21.09119531
21,2.663795122,7.94,2.888179494,8.25,0.2,20.7,14.5,1.173186268,NA,NA,0,0.663108693,0.5588,0.305567183,0.9144,0.862983117,0,1.061113437,0,0.785893679,13.19444444,0.9906,13.0787037,0.684526301,1.016,17.35810185,0.755005581,2.1082,8.902777778,0.656760151,n,y,y,n,y,n,rocky,coarse gravel,a,y,9.164796329,0.0138,Present,11.15007643,Present,8.631020796,Present,2.6583118,1.28,Present,5.935894604,0.912,Present,41.45061094,0.0138,Present,31.51662084,0.138,Present,23.11544476,0.0414,Present,2.6583118,0.0553,Present,0.12512856,11.15007643,Present,0.12512856,0.207,Present,8.232050788,0.166,Present,3.509818747,Present,134,N,N,P,P,0.903389793,8.811567464,6.909801818,18.03729479,14.08186095,49.32102734,0.186307401,72.43778599,6.006334602,6.388806998,12.13621884,3.457249552,69.52904062
